Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel
58,Other,Professional,11.6,3.4,1.5,4.2,0.8,35,14,532,0.4,4.7,6,1.4,79,Moderate
34,Other,Unemployed,11.2,0.7,1.7,4.1,2.8,23,46,442,0.8,7.6,9,2.5,80,Low
26,Male,Self-employed,6.4,0.7,1.9,2.6,0.4,84,40,558,2.0,8.4,1,0.3,76,Low
48,Male,Student,11.6,3.8,0.6,1.0,5.4,91,35,558,3.6,7.6,5,1.8,91,High
32,Male,Unemployed,11.9,2.3,1.5,3.5,2.7,239,35,64,1.3,5.8,6,2.8,71,High
25,Female,Professional,16.9,3.6,3.3,3.1,5.9,148,39,329,3.3,7.0,2,0.3,87,High
13,Female,Professional,11.9,1.4,0.7,4.6,3.4,239,56,224,0.0,6.5,6,0.8,80,High
22,Other,Unemployed,10.9,4.8,2.9,1.8,0.4,150,15,513,0.7,6.6,3,0.8,75,High
62,Female,Student,13.4,5.2,2.6,0.6,3.0,83,21,529,1.2,8.1,9,2.0,79,High
50,Male,Self-employed,10.4,5.4,0.2,1.6,1.7,85,37,328,2.8,8.8,4,2.3,84,Moderate
49,Other,Self-employed,7.5,2.2,0.1,2.4,1.7,108,26,552,2.3,8.4,7,1.9,83,Low
45,Other,Student,10.5,4.1,1.4,1.2,3.0,76,47,168,1.1,7.8,4,1.3,73,Low
49,Female,Self-employed,18.4,2.0,2.8,4.9,7.8,120,30,341,2.3,6.3,1,0.8,91,High
61,Other,Professional,17.0,4.7,1.3,1.5,7.7,222,40,319,3.6,5.2,1,2.8,91,High
45,Female,Professional,14.4,1.2,2.7,3.6,6.4,129,52,476,1.9,5.9,3,0.5,88,High
29,Female,Professional,12.6,4.7,2.7,2.5,2.0,37,6,382,2.8,8.3,1,2.3,84,High
41,Other,Professional,16.0,2.9,3.2,3.0,6.1,125,36,494,1.4,4.0,4,0.5,84,High
26,Female,Student,11.0,5.2,0.4,4.7,0.1,58,7,386,2.9,5.6,8,1.3,82,High
38,Female,Self-employed,11.7,4.6,2.3,2.9,0.5,143,42,414,3.5,6.4,10,0.9,90,High
62,Female,Self-employed,13.4,2.6,0.2,1.9,6.7,140,54,253,2.3,4.2,10,0.9,82,High
45,Female,Unemployed,12.9,5.5,0.7,1.5,4.5,103,27,596,1.5,4.5,6,0.9,85,High
63,Other,Student,12.6,2.1,1.3,4.5,3.0,228,54,309,3.0,7.5,6,2.5,87,High
49,Male,Self-employed,20.3,5.8,2.8,4.9,5.9,26,5,258,3.8,8.7,2,0.7,88,High
44,Male,Self-employed,13.1,4.7,3.9,1.6,0.9,202,9,518,0.3,7.4,9,0.7,74,High
35,Female,Unemployed,14.6,5.9,1.4,3.7,2.3,131,48,387,2.1,5.2,8,1.0,89,High
26,Female,Professional,13.2,0.8,2.1,2.8,5.8,164,41,352,0.7,5.5,7,1.9,76,High
41,Female,Self-employed,9.1,2.0,1.0,3.6,1.7,87,5,152,1.1,7.0,4,1.7,78,Low
53,Male,Professional,18.8,4.6,2.7,4.8,4.8,55,22,122,2.5,8.9,4,1.3,76,High
62,Female,Unemployed,13.0,5.6,1.5,1.7,3.6,143,56,127,3.8,7.3,10,2.8,83,High
28,Other,Self-employed,8.6,0.7,1.9,3.8,1.6,241,9,231,3.4,4.4,10,0.5,78,High
16,Other,Professional,13.9,0.5,2.3,2.5,7.1,20,22,551,1.0,4.9,4,0.4,88,Moderate
40,Other,Student,12.2,1.9,2.7,3.4,3.5,54,39,493,0.1,7.6,9,0.5,71,Low
15,Male,Professional,14.3,5.2,0.2,2.3,4.8,95,58,137,2.4,7.7,9,1.8,80,High
21,Female,Professional,14.1,4.7,2.2,3.7,2.0,164,58,212,2.1,4.4,9,2.4,76,High
28,Female,Professional,9.9,2.4,1.7,2.0,2.8,99,36,321,1.8,6.9,5,2.2,79,Moderate
21,Female,Professional,5.1,0.5,0.5,2.7,0.4,175,30,284,1.9,8.1,9,2.7,75,Low
28,Male,Student,12.6,3.6,0.8,3.7,3.9,51,37,117,2.4,5.0,1,2.2,73,Moderate
31,Male,Unemployed,10.3,1.8,3.5,0.7,2.8,202,46,308,1.6,7.5,8,3.0,74,High
35,Male,Professional,14.6,4.6,3.5,2.0,2.6,54,28,531,0.7,6.1,4,1.6,81,High
16,Male,Professional,14.8,3.0,0.1,3.0,7.1,147,31,111,1.0,7.3,5,3.0,74,High
45,Other,Self-employed,14.9,4.2,2.8,0.8,5.6,38,58,384,0.3,6.8,8,1.6,82,High
17,Male,Self-employed,15.4,5.2,2.2,3.7,3.7,112,23,80,0.2,8.7,8,0.2,74,High
64,Male,Student,14.7,3.4,3.8,4.2,1.6,112,22,178,3.5,4.8,1,2.4,87,High
13,Male,Student,16.9,2.3,3.6,1.2,7.8,99,19,367,0.5,5.1,10,2.7,87,High
24,Female,Student,12.3,4.7,2.3,3.8,0.6,23,31,210,0.3,4.9,5,1.3,81,High
54,Female,Self-employed,8.1,2.0,0.6,3.4,1.1,168,15,550,3.3,7.5,2,0.4,89,Moderate
54,Female,Professional,12.3,5.4,1.8,2.3,2.2,132,28,242,3.8,4.9,8,2.8,77,High
59,Other,Self-employed,14.4,0.9,2.9,1.2,7.6,134,7,193,0.8,6.1,8,2.7,77,Moderate
22,Other,Unemployed,16.5,5.1,3.8,4.8,2.2,191,43,470,3.0,8.4,10,0.8,87,High
62,Male,Student,10.2,1.0,1.5,2.6,3.9,81,11,291,0.7,5.4,2,0.5,84,Low
58,Female,Student,12.7,0.8,3.1,1.3,6.1,148,16,84,2.7,4.7,4,0.3,72,High
34,Other,Student,17.0,2.5,2.7,3.7,7.4,102,37,121,2.7,6.7,2,0.7,81,High
27,Female,Unemployed,14.9,5.8,0.3,3.2,4.8,70,26,404,1.7,7.3,4,2.5,81,High
42,Other,Professional,17.1,5.9,2.2,4.2,3.1,135,39,420,3.5,6.5,4,1.7,89,High
22,Other,Professional,16.1,1.6,0.7,5.0,7.9,127,18,179,0.5,6.7,8,1.4,85,High
27,Male,Professional,6.5,1.3,2.7,0.7,0.2,237,30,477,1.9,5.0,10,2.7,77,High
19,Male,Student,17.0,2.4,2.4,3.8,6.7,223,23,486,2.4,5.5,9,1.0,79,High
15,Other,Professional,14.5,2.4,3.9,5.0,2.2,164,25,131,3.0,7.3,8,1.4,81,High
51,Male,Self-employed,18.5,4.7,3.7,2.9,6.5,56,58,381,0.6,8.0,3,2.9,82,High
15,Other,Student,8.5,2.9,0.0,3.7,1.3,239,45,408,2.1,5.8,3,0.8,76,High
36,Other,Unemployed,11.6,4.8,0.3,2.5,2.8,55,49,235,1.8,7.5,7,2.1,73,Moderate
14,Female,Unemployed,10.9,4.6,3.1,2.1,0.4,176,35,327,1.7,5.0,1,0.5,85,High
43,Male,Professional,13.2,3.7,2.7,3.6,1.6,88,9,566,1.4,5.5,9,1.7,79,High
14,Male,Student,19.1,5.1,3.2,4.9,4.8,121,39,135,4.0,4.0,6,2.6,81,High
38,Male,Self-employed,11.2,1.6,1.1,0.9,6.1,150,21,271,0.7,5.1,10,0.9,82,Moderate
40,Female,Self-employed,15.6,1.4,3.4,2.4,7.3,162,36,159,3.0,7.8,6,0.5,80,High
43,Female,Student,13.5,4.6,1.8,4.7,1.0,214,55,492,1.5,4.4,7,2.6,83,High
61,Female,Professional,6.8,1.8,1.0,1.0,1.1,96,8,71,2.6,4.4,8,0.5,74,Low
62,Male,Unemployed,13.3,0.5,0.0,3.4,7.5,216,14,535,4.0,7.2,8,2.7,91,High
30,Male,Unemployed,18.1,5.5,3.5,2.4,6.1,168,34,421,1.9,6.5,1,2.2,86,High
32,Male,Self-employed,14.0,3.9,2.1,2.2,4.3,124,59,223,3.3,7.9,5,0.5,78,High
16,Female,Self-employed,13.5,2.9,3.9,1.4,3.8,42,41,184,0.3,6.0,3,2.7,80,High
29,Female,Self-employed,11.4,4.5,2.9,1.3,1.3,66,55,329,2.2,6.8,3,0.7,79,High
39,Other,Unemployed,9.1,2.3,0.3,2.8,3.0,233,13,185,1.5,8.7,4,0.8,71,Moderate
53,Female,Self-employed,13.9,5.7,2.4,2.2,3.0,53,30,317,2.8,8.3,9,2.3,87,High
33,Other,Unemployed,10.1,0.9,0.1,2.7,5.2,60,26,443,0.1,7.0,6,1.9,80,Low
32,Male,Unemployed,13.0,4.0,2.2,1.4,4.8,237,25,444,1.8,6.4,6,2.5,79,High
17,Female,Professional,10.4,4.8,1.4,2.1,0.5,66,52,279,2.0,4.2,4,1.2,75,High
12,Male,Professional,19.1,3.1,2.6,5.0,6.8,178,27,93,3.4,6.6,4,2.2,78,High
16,Male,Professional,17.2,4.7,2.2,2.2,7.5,54,16,584,1.5,6.3,2,1.7,87,High
52,Male,Self-employed,16.4,5.6,1.0,2.4,6.2,154,35,327,1.3,8.7,3,1.6,85,High
23,Male,Unemployed,8.7,4.6,0.6,0.6,1.4,64,21,71,1.6,6.0,10,1.9,72,Moderate
37,Female,Self-employed,9.2,2.2,1.6,2.2,1.4,76,44,88,1.8,7.1,3,2.7,79,Low
57,Male,Unemployed,19.3,3.6,3.9,3.9,5.8,243,59,105,1.0,8.6,4,1.9,76,High
45,Other,Professional,14.1,5.5,1.7,2.8,3.5,136,49,173,0.2,5.0,8,1.6,76,High
60,Female,Professional,16.9,3.0,3.0,3.5,6.2,169,25,84,4.0,5.9,5,3.0,79,High
25,Male,Self-employed,9.8,4.2,0.2,3.0,0.6,130,58,321,3.1,5.8,6,2.5,86,High
37,Female,Unemployed,13.0,3.1,1.5,1.0,5.7,89,51,446,3.9,5.4,6,0.0,80,High
56,Other,Self-employed,10.2,1.2,2.3,2.0,3.4,168,45,71,2.7,8.3,1,0.7,72,Moderate
38,Male,Student,8.5,0.8,3.0,3.6,0.2,122,37,58,3.5,7.4,8,1.3,72,Moderate
20,Other,Self-employed,16.5,5.7,2.1,3.0,4.4,68,19,442,1.8,8.9,10,1.3,89,High
37,Male,Professional,16.1,3.9,2.1,3.5,5.6,66,36,67,1.4,8.1,1,2.9,72,High
58,Other,Unemployed,11.6,1.1,3.1,2.1,4.2,120,39,293,4.0,8.4,8,0.9,79,Moderate
33,Male,Unemployed,9.8,5.2,1.3,1.4,1.0,174,19,286,0.7,4.2,3,2.9,83,High
58,Female,Self-employed,15.2,3.4,0.4,4.2,6.5,29,33,343,0.9,4.1,1,0.1,82,Moderate
41,Male,Professional,12.5,4.7,1.4,2.2,2.5,105,15,100,2.7,7.3,6,2.7,76,High
54,Female,Student,14.2,1.2,0.6,3.4,7.4,191,33,78,1.0,7.1,6,1.9,82,Moderate
59,Male,Self-employed,20.1,5.5,3.9,2.2,7.3,198,45,129,1.7,4.1,2,1.2,74,High
28,Male,Unemployed,13.4,3.7,2.3,4.7,1.6,165,55,437,3.7,4.4,5,3.0,87,High
37,Other,Professional,16.9,4.6,1.8,5.0,3.8,215,26,213,1.1,6.4,5,3.0,83,High
47,Other,Unemployed,9.6,0.7,3.6,3.4,1.1,118,30,81,2.0,8.0,8,1.3,70,Low
12,Other,Unemployed,15.6,2.2,3.6,3.2,5.4,249,22,273,2.9,7.6,7,0.6,77,High
19,Male,Unemployed,16.2,2.0,1.7,4.3,6.8,57,29,319,0.3,6.6,3,1.4,76,Moderate
60,Male,Unemployed,19.0,5.7,3.5,2.8,5.2,55,25,273,0.3,6.2,4,2.5,83,High
46,Male,Student,9.7,1.5,0.3,4.4,2.1,79,28,331,3.0,7.9,6,2.1,76,Low
63,Female,Professional,11.6,4.4,3.5,2.4,0.6,215,54,164,3.7,5.6,7,0.2,89,High
26,Female,Self-employed,3.8,0.7,1.2,0.6,0.6,93,32,324,2.4,7.7,5,0.7,82,Low
58,Male,Professional,14.0,1.6,2.3,4.7,4.9,115,57,179,0.2,8.6,6,1.4,74,Moderate
33,Other,Professional,16.2,2.4,1.1,3.7,7.6,93,7,161,1.8,5.0,8,2.9,88,High
25,Other,Professional,18.0,4.9,3.9,2.8,5.6,192,17,261,2.9,6.1,1,1.9,80,High
37,Other,Self-employed,16.5,4.8,0.3,4.8,5.8,93,42,255,2.5,6.0,1,0.2,84,High
39,Male,Professional,15.3,5.7,1.8,4.5,2.6,222,10,278,0.8,6.2,2,1.2,78,High
34,Other,Self-employed,15.2,5.5,2.5,1.0,4.7,133,15,174,0.2,4.3,10,2.7,72,High
25,Male,Self-employed,10.9,0.9,2.5,3.3,2.5,156,27,186,3.6,7.6,6,1.5,78,High
35,Female,Student,19.9,5.1,3.0,2.9,7.2,32,13,312,0.9,7.1,1,0.3,83,High
13,Other,Unemployed,12.3,3.0,2.9,4.0,1.1,204,53,405,4.0,8.3,4,1.8,91,High
56,Female,Self-employed,16.4,5.3,3.2,1.9,5.1,101,21,557,0.5,4.3,7,2.0,78,High
37,Other,Unemployed,9.5,1.0,0.9,0.5,5.8,130,13,256,0.5,6.7,2,2.3,72,Low
25,Male,Professional,14.9,5.0,1.5,1.3,5.6,76,23,555,2.7,5.0,5,1.0,86,High
62,Male,Unemployed,8.0,1.4,1.5,1.4,2.1,184,39,151,1.1,7.4,5,2.1,75,Low
18,Male,Unemployed,13.3,2.3,3.8,1.8,3.9,194,36,502,3.9,7.9,4,1.0,88,High
14,Male,Unemployed,11.7,0.7,1.6,2.2,5.3,30,32,263,0.9,6.4,9,1.6,73,Low
58,Other,Professional,14.8,1.2,0.9,3.7,7.4,175,32,375,2.5,5.0,10,0.1,81,High
34,Female,Professional,11.9,3.0,2.5,0.8,4.0,25,50,542,1.6,7.1,6,2.0,87,Moderate
57,Male,Self-employed,13.5,5.0,1.7,2.7,2.4,180,19,350,0.4,4.7,8,1.1,79,High
54,Other,Self-employed,12.8,4.8,1.0,2.7,3.1,161,23,403,2.8,5.9,7,2.1,80,High
58,Female,Student,13.2,1.8,2.9,3.3,4.3,194,37,307,3.2,7.1,10,2.9,76,High
56,Male,Professional,13.5,1.3,0.8,1.9,7.8,48,27,442,3.3,8.7,9,0.2,90,Low
29,Female,Student,13.1,2.6,2.5,1.7,5.0,122,32,453,2.0,7.3,1,2.6,89,High
49,Male,Professional,12.4,5.4,1.7,2.7,1.2,162,8,237,3.9,7.2,8,0.7,78,High
46,Female,Unemployed,13.6,1.0,1.3,3.5,6.7,203,51,409,3.2,7.6,9,0.7,84,High
62,Female,Student,10.5,3.5,3.8,0.7,1.5,88,51,326,1.8,4.8,4,0.7,79,High
26,Male,Student,5.9,1.0,1.3,1.8,0.3,105,35,533,0.4,7.7,7,0.4,80,Low
36,Other,Student,10.8,3.1,1.4,4.0,0.8,178,39,419,1.0,5.2,1,0.6,84,High
48,Female,Professional,14.6,1.2,3.5,2.7,6.3,38,9,385,3.1,7.7,4,2.2,88,Moderate
39,Male,Self-employed,14.2,0.9,0.5,4.8,7.2,165,37,400,3.5,8.5,8,2.3,81,Moderate
21,Female,Student,9.2,1.5,0.4,4.4,2.1,205,52,203,2.6,6.6,10,2.9,75,Moderate
50,Female,Self-employed,9.7,1.9,1.1,2.0,4.0,217,36,248,1.6,4.1,2,0.3,77,High
28,Other,Professional,14.7,2.0,2.4,3.8,4.8,220,52,195,1.4,7.0,4,0.5,79,High
50,Female,Student,11.6,4.0,1.5,1.7,3.3,49,52,204,1.4,5.7,1,2.7,74,Moderate
33,Female,Professional,6.6,0.8,2.4,1.3,0.5,242,19,123,2.0,6.8,8,1.7,70,Moderate
37,Male,Self-employed,7.4,0.9,0.6,4.5,0.5,182,41,144,2.9,6.1,6,1.6,77,Moderate
55,Male,Self-employed,9.7,1.5,1.0,2.1,3.5,36,38,385,0.7,7.3,7,2.3,83,Low
36,Other,Student,17.3,5.3,2.3,1.4,6.4,163,44,324,0.1,5.6,4,1.7,76,High
28,Female,Self-employed,10.9,4.0,0.9,4.8,0.7,244,51,363,0.3,5.9,6,0.2,70,High
24,Female,Unemployed,10.0,4.5,1.7,0.6,1.6,87,13,546,2.7,4.2,6,2.7,88,High
31,Female,Unemployed,10.1,2.5,2.3,2.2,2.2,242,45,341,3.4,4.7,8,0.4,75,High
36,Other,Student,11.3,1.7,3.9,0.7,4.5,52,39,129,1.6,5.9,6,1.4,83,Moderate
15,Female,Professional,4.8,0.7,0.3,2.8,0.3,55,51,158,1.4,4.0,6,1.1,66,Low
21,Male,Professional,15.3,3.2,1.8,2.3,6.9,30,28,565,0.1,4.1,1,1.1,88,High
14,Other,Professional,14.1,3.7,1.6,3.7,3.8,207,22,173,0.2,7.2,1,0.9,79,High
52,Male,Unemployed,18.9,5.4,3.3,4.8,3.9,139,21,330,3.0,6.2,1,2.9,91,High
56,Male,Self-employed,15.8,5.4,3.6,2.8,2.6,23,5,456,0.4,4.0,3,0.3,84,High
29,Other,Unemployed,11.8,2.8,3.6,1.8,1.7,210,59,106,3.3,5.3,2,2.4,79,High
58,Male,Self-employed,12.4,2.8,1.5,4.4,2.9,119,15,374,3.1,7.2,8,1.2,86,Moderate
47,Female,Unemployed,14.9,1.4,1.2,3.2,7.3,24,37,587,3.3,5.0,1,0.2,81,Moderate
58,Other,Professional,8.7,1.9,1.8,3.0,0.8,211,10,140,2.7,7.9,9,1.7,78,Moderate
33,Male,Professional,10.6,5.6,1.4,1.3,0.5,104,33,53,0.1,5.4,4,1.1,75,High
45,Female,Professional,6.9,1.3,2.9,0.7,0.9,224,48,582,1.8,8.7,8,0.7,80,Moderate
58,Female,Student,16.7,5.8,0.9,2.6,6.2,151,24,508,0.6,6.6,4,1.1,84,High
19,Male,Student,10.3,3.3,2.6,2.9,0.4,133,22,464,1.4,4.9,6,2.9,75,High
51,Female,Self-employed,11.1,3.0,3.7,1.1,2.7,54,18,258,2.2,4.6,7,2.3,78,High
60,Other,Student,7.5,1.5,1.1,0.8,3.4,45,49,312,2.9,4.7,9,2.5,77,Low
55,Male,Unemployed,13.7,4.1,2.7,1.5,4.1,173,47,164,0.9,7.5,5,1.6,82,High
30,Female,Unemployed,5.7,3.0,0.6,0.8,0.0,38,24,446,1.3,4.8,3,0.9,81,Low
53,Female,Self-employed,8.9,2.5,0.5,0.8,3.9,56,22,360,0.8,8.7,9,1.6,69,Low
52,Male,Self-employed,7.0,2.0,0.5,2.5,1.6,158,57,570,3.9,5.6,10,1.6,84,Moderate
48,Male,Professional,7.6,0.9,0.6,4.1,0.8,85,31,158,3.7,4.3,6,0.4,83,Low
17,Male,Student,12.7,3.4,0.9,3.5,4.3,147,22,335,2.6,4.8,4,2.0,86,High
63,Male,Professional,15.3,2.2,2.3,3.6,6.0,50,21,521,3.3,5.7,10,2.3,86,High
37,Other,Student,17.6,4.4,3.1,1.7,7.5,165,29,417,2.9,4.6,6,1.6,83,High
45,Male,Student,14.8,4.5,0.5,0.5,7.3,222,9,155,3.4,8.2,6,1.2,83,High
56,Other,Self-employed,12.6,2.3,3.5,2.5,3.2,63,10,501,3.7,8.8,6,1.9,85,Moderate
17,Other,Professional,17.1,4.2,3.4,2.2,5.6,35,58,110,3.7,7.8,3,1.6,79,High
48,Male,Professional,16.0,1.9,2.9,4.8,5.6,205,44,116,2.3,7.1,9,0.2,78,High
44,Other,Student,11.1,4.5,1.7,0.8,3.3,21,40,422,3.9,8.0,5,1.1,92,Moderate
64,Male,Student,6.2,0.6,0.0,4.0,0.8,78,37,296,1.6,4.8,2,2.8,73,Low
33,Male,Self-employed,10.6,1.3,2.9,2.2,3.1,243,19,487,0.8,5.9,4,0.2,75,High
32,Female,Unemployed,19.3,1.8,3.5,4.2,7.9,139,43,472,0.9,5.1,6,0.9,88,High
17,Male,Professional,14.9,4.8,1.3,2.7,4.4,195,20,326,1.8,6.3,7,2.6,81,High
17,Female,Professional,11.8,0.9,2.9,4.2,2.7,233,42,317,1.0,4.9,2,0.0,76,High
59,Other,Self-employed,11.1,1.5,0.2,2.6,6.0,183,43,387,0.5,8.1,9,2.8,80,Low
15,Female,Self-employed,13.7,2.5,2.8,2.3,5.5,27,28,502,1.6,8.0,2,2.1,80,Moderate
41,Other,Professional,11.7,0.6,0.3,4.8,4.6,55,25,238,2.3,5.8,5,1.1,80,Low
22,Male,Professional,15.9,4.7,2.3,2.2,5.1,126,42,464,3.9,7.6,8,0.1,95,High
41,Other,Student,16.2,3.6,2.4,4.1,4.7,44,17,296,2.5,6.1,7,0.1,82,High
42,Other,Unemployed,16.4,5.5,1.2,0.8,7.7,187,33,583,3.1,5.4,2,0.9,92,High
35,Male,Professional,7.8,0.7,0.3,0.8,4.1,144,38,408,2.7,5.4,9,2.0,75,Low
20,Other,Self-employed,13.5,2.0,3.8,2.5,4.7,242,9,286,1.5,6.5,6,0.2,85,High
14,Male,Student,15.6,4.5,2.1,3.1,3.8,23,7,566,0.8,4.1,1,2.6,84,High
62,Female,Student,15.5,4.2,2.3,3.2,4.8,128,25,133,1.1,7.6,2,2.6,76,High
42,Male,Self-employed,13.2,1.8,2.5,0.7,7.1,190,13,385,3.5,5.9,2,0.9,85,High
51,Male,Self-employed,15.3,3.8,3.6,3.6,2.7,221,7,112,0.6,4.7,6,0.6,78,High
48,Other,Student,11.0,4.9,0.2,1.1,4.0,174,48,253,0.4,7.2,10,1.3,74,Moderate
47,Female,Self-employed,14.2,0.7,3.6,4.8,3.6,185,34,311,3.4,7.8,6,0.8,85,High
35,Male,Student,11.6,4.4,1.0,2.0,3.2,228,7,303,2.2,4.6,6,2.9,78,High
42,Female,Self-employed,12.4,1.9,0.3,1.7,6.6,128,53,520,2.7,4.5,1,1.7,76,Moderate
17,Female,Student,12.8,5.7,2.6,1.8,1.9,185,51,113,3.3,5.9,6,2.2,81,High
13,Other,Professional,18.0,3.5,3.9,4.7,4.0,139,53,303,1.4,7.2,8,1.6,80,High
31,Male,Professional,12.7,0.7,0.2,2.7,7.4,211,43,458,3.0,6.9,4,2.5,86,High
39,Other,Self-employed,8.9,2.7,1.7,2.5,1.3,236,45,102,2.5,8.9,8,0.3,76,High
22,Male,Unemployed,12.1,5.8,2.1,3.0,0.0,164,54,433,0.1,6.2,3,2.2,83,High
15,Female,Professional,13.0,4.5,1.0,4.7,2.1,160,38,147,2.9,5.7,6,2.3,74,High
26,Male,Student,16.7,2.2,3.9,1.9,7.4,104,21,174,1.4,7.8,9,1.1,84,High
17,Male,Unemployed,10.2,3.7,2.6,1.3,0.7,98,57,153,0.8,8.8,1,0.3,78,Moderate
60,Female,Student,12.1,3.8,3.4,3.2,1.1,131,59,581,3.8,8.5,4,2.0,90,High
41,Female,Student,8.5,0.6,1.7,2.7,2.6,136,18,497,3.1,6.1,2,0.9,88,Moderate
49,Male,Professional,11.5,1.5,1.4,0.8,6.2,43,53,308,0.1,7.2,10,1.8,82,Low
62,Other,Self-employed,15.8,3.5,2.2,2.8,6.0,26,15,285,3.0,4.7,8,2.6,77,High
13,Male,Self-employed,9.2,2.7,1.7,3.0,0.7,211,5,437,3.4,7.6,5,2.5,81,High
26,Female,Student,16.9,1.5,2.9,3.6,7.5,136,5,211,1.4,5.8,5,1.7,87,High
22,Other,Professional,13.6,4.7,1.1,5.0,1.9,82,56,262,1.3,5.1,4,0.3,75,High
19,Female,Student,10.6,3.2,1.8,2.4,2.2,249,19,477,1.7,4.7,6,1.3,79,High
37,Female,Unemployed,13.4,2.2,3.6,2.8,3.1,169,6,475,1.9,5.3,8,2.2,89,High
62,Other,Student,11.4,1.4,3.0,0.8,5.1,125,16,235,1.5,6.6,10,1.7,83,Moderate
56,Female,Professional,14.5,3.9,0.7,4.2,4.2,200,49,501,2.0,8.5,3,1.0,87,High
55,Female,Student,16.8,4.2,3.5,0.9,7.4,93,46,189,3.9,5.3,5,0.9,88,High
16,Female,Professional,16.9,4.2,2.4,4.7,4.5,244,6,134,0.1,4.3,10,2.0,74,High
17,Female,Self-employed,14.7,1.7,2.7,2.1,6.9,31,27,160,3.9,7.9,9,1.9,78,High
37,Female,Professional,8.5,3.8,1.2,2.0,0.6,219,38,184,3.4,7.9,6,1.8,83,High
15,Female,Unemployed,17.2,5.5,1.8,2.0,6.8,123,21,164,3.2,4.3,4,2.9,84,High
30,Female,Professional,13.7,2.4,3.2,4.8,1.6,144,45,239,1.8,4.9,9,2.7,75,High
31,Female,Unemployed,11.5,1.7,1.3,4.9,2.9,41,18,492,0.3,4.8,3,0.9,82,Moderate
44,Female,Unemployed,14.1,4.7,0.7,4.9,2.6,186,15,89,2.5,6.3,1,0.7,80,High
31,Male,Student,10.2,1.5,1.5,3.7,2.7,66,24,483,3.6,5.2,9,2.8,92,Moderate
60,Male,Unemployed,11.6,1.9,0.3,1.0,7.3,211,48,159,1.7,7.7,4,0.6,83,Moderate
23,Female,Professional,10.8,1.1,2.9,2.2,3.5,63,11,586,0.3,7.1,3,2.9,71,Low
58,Male,Self-employed,8.0,2.0,0.6,1.8,2.1,35,5,404,0.0,7.4,5,0.6,76,Low
12,Other,Professional,11.6,2.8,1.1,3.7,2.4,78,52,50,0.5,5.9,2,0.3,72,Moderate
37,Male,Self-employed,14.8,0.9,3.5,2.7,6.4,53,19,477,2.4,6.5,4,1.2,91,High
25,Female,Unemployed,15.8,5.3,2.2,3.3,4.3,193,49,363,4.0,7.4,1,2.7,85,High
49,Female,Student,10.5,3.3,1.3,0.5,3.6,227,42,350,2.8,6.6,2,2.2,85,High
48,Male,Unemployed,18.1,3.7,2.2,4.0,7.4,225,38,491,0.6,4.4,8,1.8,88,High
22,Female,Unemployed,17.0,2.5,0.9,4.8,7.4,217,13,212,3.5,5.8,8,2.1,84,High
47,Other,Self-employed,15.1,4.2,0.1,3.5,6.0,74,5,51,2.6,8.9,9,1.6,74,Moderate
24,Other,Professional,14.7,2.9,2.4,4.3,4.1,139,13,212,1.2,6.5,3,1.0,83,High
54,Female,Student,13.1,4.7,2.9,2.7,0.9,133,46,327,2.0,6.1,3,1.5,79,High
14,Other,Student,16.3,5.0,3.5,0.6,5.7,93,6,81,1.6,8.4,7,1.1,74,High
44,Other,Student,20.0,4.2,3.1,5.0,6.5,43,26,147,3.5,7.3,3,2.3,91,High
17,Male,Student,15.7,3.2,3.7,0.8,6.8,174,29,278,3.8,6.1,8,0.5,93,High
61,Other,Professional,15.4,4.8,3.9,1.4,4.7,130,55,418,0.5,7.0,2,1.3,77,High
21,Male,Student,13.5,3.2,3.0,0.7,4.9,220,18,520,0.6,5.7,5,0.3,79,High
16,Female,Self-employed,14.2,1.1,3.5,3.3,5.7,163,39,420,0.3,8.0,4,0.1,75,High
34,Male,Self-employed,14.8,1.1,2.7,3.1,7.0,149,20,151,1.5,7.6,4,0.7,82,High
21,Female,Student,9.0,5.7,0.7,1.4,0.4,178,23,251,3.9,5.1,2,0.5,76,High
55,Female,Student,12.3,1.7,0.7,4.8,4.5,82,45,220,3.9,5.5,1,2.3,79,Moderate
13,Female,Professional,14.7,5.0,0.4,4.6,3.0,66,35,568,2.4,4.0,5,0.5,84,High
24,Female,Professional,15.9,1.9,3.8,1.8,6.7,38,6,294,1.9,8.0,3,2.0,83,High
51,Female,Student,11.5,2.9,2.7,3.5,1.1,75,36,185,1.2,4.5,3,1.5,80,High
13,Male,Professional,20.7,4.1,3.2,4.3,7.3,30,40,520,0.0,6.9,4,1.1,86,High
31,Female,Unemployed,7.3,1.4,1.3,2.1,1.0,105,15,149,1.1,8.2,5,0.2,73,Low
12,Other,Student,10.3,4.6,1.8,1.6,0.7,240,12,56,0.6,8.8,8,1.3,76,High
48,Other,Professional,10.7,4.3,0.2,1.7,2.8,140,52,445,0.0,5.6,5,1.7,76,Moderate
20,Female,Self-employed,19.8,3.5,3.6,4.2,8.0,242,9,528,3.6,4.9,8,0.4,86,High
28,Other,Student,15.3,3.6,3.4,2.6,5.1,155,38,508,0.3,8.9,2,2.7,85,High
